restaurant_id,external_merchant_id,komsco_name,qwen_model,candidate_count,qwen_ranking,selected_kakao_rank,selected_naver_rank,predicted_entity_match,predicted_business_type,predicted_location_scope,predicted_final_decision,reason,semantic_attempts_json,ranking_calls,semantic_calls,error_type,elapsed_ms,gold_kakao_rank,gold_naver_rank,gold_final_decision,gold_reject_reason,reviewer_comment,reviewer_detail,gold_note
9701,46423f0bfb39b3a0113a536bc387504c,사계절투어,qwen3:8b,7,"[{""provider"": ""NAVER"", ""rank"": 1, ""index"": 3}, {""provider"": ""KAKAO"", ""rank"": 1, ""index"": 0}, {""provider"": ""KAKAO"", ""rank"": 3, ""index"": 2}, {""provider"": ""NAVER"", ""rank"": 2, ""index"": 4}, {""provider"": ""KAKAO"", ""rank"": 2, ""index"": 1}]",,,NO_MATCH,,,REJECT,"KOMSCO의 '사계절투어'는 음식점으로 등록되어 있으나, PCMap의 '카테고리'는 '서비스,산업>여행사'로 명백히 여행사 업종에 해당합니다. 이는 음식점으로 분류될 수 없는 비음식 업종입니다. 주소는 동일하며, 도로명주소도 일치하지만, 업종이 서로 다르므로 business_type=NON_FOOD로 판단됩니다. 따라서, 같은 사업체라도 음식점으로 분류될 수 없으므로 final_decision=REJECT입니다.; KOMSCO 음식점 '사계절투어'는 서울특별시 강남구 논현동에 위치하고 있지만, PCMap 상세 정보는 '서울 성동구 성수동2가'에 위치하며, '서비스,산업 > 여행사'로 분류되어 음식점이 아님을 명확히 나타냅니다. 주소는 강남구 논현동에서 성동구 성수동으로完全不同하며, 이는 동일한 사업체가 아님을 시사합니다. 또한, 카테고리가 '여행사'로 분류되어 business_type이 NON_FOOD로 판단되며, 이는 음식점으로 수용할 수 없습니다. 따라서 entity_match는 NO_MATCH, business_type은 NON_FOOD, location_scope는 OUT_OF_SCOPE, final_decision은 REJECT로 판단됩니다.; KOMSCO 음식점 '사계절투어'는 서울특별시 강남구 논현동에 위치한 것으로 기록되지만, PCMap 상세 정보는 경북 구미시 원평동 및 송원서로2길 53에 위치한 것으로 기록되어 주소가 명백히 다르다. 또한 PCMap의 카테고리는 '서비스,산업 > 여행사'로, 음식점이 아닌 비음식 업종에 해당한다. 따라서 이는 같은 사업체가 아니며, 음식점으로 분류될 수 없으므로 final_decision은 REJECT이다.; KOMSCO 음식점 '사계절투어'는 서울특별시 강남구 논현동에 위치하고 있으며, PCMap 상세 음식점은 경상북도 구미시 원평동에 위치하고 있습니다. 주소 정보에서 시·구·동이 모두 다르며, 도로명과 건물번호도 서로 다릅니다. 또한, PCMap 상세의 카테고리는 '서비스,산업>여행사'로 명백히 음식점이 아닙니다. 따라서 이는 같은 사업체가 아니며, business_type이 NON_FOOD로 판단됩니다. 주소와 업종이 모두 다르므로 location_scope는 OUT_OF_SCOPE이며, final_decision은 REJECT입니다.; PCMap 상세의 카테고리가 '여행사'로 명백히 비음식 업종이며, 주소도 서울 강남구 논현동이 아닌 충남 부여군으로 위치가 다르다.","[{""rank"": 1, ""provider"": ""NAVER"", ""provider_rank"": 1, ""entity_match"": ""MATCH"", ""business_type"": ""NON_FOOD"", ""location_scope"": ""IN_SCOPE"", ""final_decision"": ""REJECT"", ""reason"": ""KOMSCO의 '사계절투어'는 음식점으로 등록되어 있으나, PCMap의 '카테고리'는 '서비스,산업>여행사'로 명백히 여행사 업종에 해당합니다. 이는 음식점으로 분류될 수 없는 비음식 업종입니다. 주소는 동일하며, 도로명주소도 일치하지만, 업종이 서로 다르므로 business_type=NON_FOOD로 판단됩니다. 따라서, 같은 사업체라도 음식점으로 분류될 수 없으므로 final_decision=REJECT입니다.""}, {""rank"": 2, ""provider"": ""KAKAO"", ""provider_rank"": 1, ""entity_match"": ""NO_MATCH"", ""business_type"": ""NON_FOOD"", ""location_scope"": ""OUT_OF_SCOPE"", ""final_decision"": ""REJECT"", ""reason"": ""KOMSCO 음식점 '사계절투어'는 서울특별시 강남구 논현동에 위치하고 있지만, PCMap 상세 정보는 '서울 성동구 성수동2가'에 위치하며, '서비스,산업 > 여행사'로 분류되어 음식점이 아님을 명확히 나타냅니다. 주소는 강남구 논현동에서 성동구 성수동으로完全不同하며, 이는 동일한 사업체가 아님을 시사합니다. 또한, 카테고리가 '여행사'로 분류되어 business_type이 NON_FOOD로 판단되며, 이는 음식점으로 수용할 수 없습니다. 따라서 entity_match는 NO_MATCH, business_type은 NON_FOOD, location_scope는 OUT_OF_SCOPE, final_decision은 REJECT로 판단됩니다.""}, {""rank"": 3, ""provider"": ""KAKAO"", ""provider_rank"": 3, ""entity_match"": ""NO_MATCH"", ""business_type"": ""NON_FOOD"", ""location_scope"": ""OUT_OF_SCOPE"", ""final_decision"": ""REJECT"", ""reason"": ""KOMSCO 음식점 '사계절투어'는 서울특별시 강남구 논현동에 위치한 것으로 기록되지만, PCMap 상세 정보는 경북 구미시 원평동 및 송원서로2길 53에 위치한 것으로 기록되어 주소가 명백히 다르다. 또한 PCMap의 카테고리는 '서비스,산업 > 여행사'로, 음식점이 아닌 비음식 업종에 해당한다. 따라서 이는 같은 사업체가 아니며, 음식점으로 분류될 수 없으므로 final_decision은 REJECT이다.""}, {""rank"": 4, ""provider"": ""NAVER"", ""provider_rank"": 2, ""entity_match"": ""NO_MATCH"", ""business_type"": ""NON_FOOD"", ""location_scope"": ""OUT_OF_SCOPE"", ""final_decision"": ""REJECT"", ""reason"": ""KOMSCO 음식점 '사계절투어'는 서울특별시 강남구 논현동에 위치하고 있으며, PCMap 상세 음식점은 경상북도 구미시 원평동에 위치하고 있습니다. 주소 정보에서 시·구·동이 모두 다르며, 도로명과 건물번호도 서로 다릅니다. 또한, PCMap 상세의 카테고리는 '서비스,산업>여행사'로 명백히 음식점이 아닙니다. 따라서 이는 같은 사업체가 아니며, business_type이 NON_FOOD로 판단됩니다. 주소와 업종이 모두 다르므로 location_scope는 OUT_OF_SCOPE이며, final_decision은 REJECT입니다.""}, {""rank"": 5, ""provider"": ""KAKAO"", ""provider_rank"": 2, ""entity_match"": ""NO_MATCH"", ""business_type"": ""NON_FOOD"", ""location_scope"": ""OUT_OF_SCOPE"", ""final_decision"": ""REJECT"", ""reason"": ""PCMap 상세의 카테고리가 '여행사'로 명백히 비음식 업종이며, 주소도 서울 강남구 논현동이 아닌 충남 부여군으로 위치가 다르다.""}]",1,5,,80255,,1,REJECT,NON_FOOD,,,"Reviewed draft: same/related entity may exist, but not a restaurant."
9713,1b1736d2b6361417c420646737839343,김밥나라,qwen3:8b,6,"[{""provider"": ""KAKAO"", ""rank"": 2, ""index"": 1}, {""provider"": ""KAKAO"", ""rank"": 5, ""index"": 4}, {""provider"": ""NAVER"", ""rank"": 1, ""index"": 5}, {""provider"": ""KAKAO"", ""rank"": 1, ""index"": 0}, {""provider"": ""KAKAO"", ""rank"": 3, ""index"": 2}]",,,NO_MATCH,,,REJECT,"KOMSCO의 '김밥나라'는 서울특별시 강남구 논현동에 위치하고 있으나, PCMap의 '김밥나라'는 서울 성동구 옥수동에 위치하며, 도로명과 지번이 모두 다르고, 동이 다릅니다. 주소 정보가 서로 다르므로 같은 사업체로 판단할 수 없습니다. 또한, KOMSCO의 주소와 PCMap의 주소는 서로 다른 지역에 위치하므로 논현동 범위에 해당하지 않습니다. 따라서 entity_match는 NO_MATCH, location_scope는 OUT_OF_SCOPE, final_decision는 REJECT로 판단됩니다.; KOMSCO의 '김밥나라'는 서울특별시 강남구 논현동에 위치한 음식점으로 등록되어 있으며, PCMap의 '김밥나라 사당점'은 서울 서초구 방배동에 위치한 음식점으로 등록되어 있습니다. 도로명과 지번, 시·구·동 모두 다르며, 논현동 범위를 벗어난 것으로 확인됩니다. 따라서 같은 사업체 또는 지점으로 판단되지 않으며, 위치 범위가 다르므로 최종적으로 수용하지 않습니다.; KOMSCO의 '김밥나라'는 서울특별시 강남구 논현동에 위치한 음식점으로 등록되어 있으며, PCMap의 '김밥나라 충무로점'은 서울특별시 중구 충무로3가에 위치한 분식점입니다. 도로명, 지번, 시·구·동, 좌표 등 주소 정보가 서로 다르며, 논현동 범위를 벗어난 것으로 확인됩니다. 따라서 같은 사업체 또는 지점으로 판단되지 않으며, 위치 범위가 다르므로 최종적으로 수용하지 않습니다.; KOMSCO의 '김밥나라'는 서울특별시 강남구 논현동에 위치한 음식점으로 등록되어 있으며, PCMap의 '김밥천국'은 서울 서초구 반포동에 위치한 분식점으로 등록되어 있습니다. 도로명(강남대로120길 vs 신반포로), 구(강남구 vs 서초구), 동(논현동 vs 반포동)이 모두 다르며, 주소 정보가 명확히 다른 것으로 확인됩니다. 따라서 같은 사업체로 판단할 수 없습니다. 또한, KOMSCO의 주소와 PCMap의 주소는 서로 다른 지역에 위치하고 있어, 논현동 범위에 포함되지 않습니다. 따라서 final_decision은 REJECT입니다.; KOMSCO 음식점 '김밥나라'는 서울특별시 강남구 논현동에 위치하고 있으나, PCMap 상세 음식점 '어묵나라 뚝섬점'은 서울 성동구 성수동에 위치하며, 도로명과 구역이 모두 다르다. 주소 정보가 명확히 다르므로 같은 사업체로 판단할 수 없다. 또한, '김밥나라'와 '어묵나라'는 서로 다른 브랜드로 보이며, 지점명과 주소 모두 일치하지 않으므로 entity_match는 NO_MATCH이다. 논현동 범위와는 다른 지역에 위치하므로 location_scope는 OUT_OF_SCOPE로 판단된다. 음식점으로 분류되지만, 주소와 지점명이 모두 다르므로 final_decision은 REJECT이다.","[{""rank"": 1, ""provider"": ""KAKAO"", ""provider_rank"": 2, ""entity_match"": ""NO_MATCH"", ""business_type"": ""FOOD"", ""location_scope"": ""OUT_OF_SCOPE"", ""final_decision"": ""REJECT"", ""reason"": ""KOMSCO의 '김밥나라'는 서울특별시 강남구 논현동에 위치하고 있으나, PCMap의 '김밥나라'는 서울 성동구 옥수동에 위치하며, 도로명과 지번이 모두 다르고, 동이 다릅니다. 주소 정보가 서로 다르므로 같은 사업체로 판단할 수 없습니다. 또한, KOMSCO의 주소와 PCMap의 주소는 서로 다른 지역에 위치하므로 논현동 범위에 해당하지 않습니다. 따라서 entity_match는 NO_MATCH, location_scope는 OUT_OF_SCOPE, final_decision는 REJECT로 판단됩니다.""}, {""rank"": 2, ""provider"": ""KAKAO"", ""provider_rank"": 5, ""entity_match"": ""NO_MATCH"", ""business_type"": ""FOOD"", ""location_scope"": ""OUT_OF_SCOPE"", ""final_decision"": ""REJECT"", ""reason"": ""KOMSCO의 '김밥나라'는 서울특별시 강남구 논현동에 위치한 음식점으로 등록되어 있으며, PCMap의 '김밥나라 사당점'은 서울 서초구 방배동에 위치한 음식점으로 등록되어 있습니다. 도로명과 지번, 시·구·동 모두 다르며, 논현동 범위를 벗어난 것으로 확인됩니다. 따라서 같은 사업체 또는 지점으로 판단되지 않으며, 위치 범위가 다르므로 최종적으로 수용하지 않습니다.""}, {""rank"": 3, ""provider"": ""NAVER"", ""provider_rank"": 1, ""entity_match"": ""NO_MATCH"", ""business_type"": ""FOOD"", ""location_scope"": ""OUT_OF_SCOPE"", ""final_decision"": ""REJECT"", ""reason"": ""KOMSCO의 '김밥나라'는 서울특별시 강남구 논현동에 위치한 음식점으로 등록되어 있으며, PCMap의 '김밥나라 충무로점'은 서울특별시 중구 충무로3가에 위치한 분식점입니다. 도로명, 지번, 시·구·동, 좌표 등 주소 정보가 서로 다르며, 논현동 범위를 벗어난 것으로 확인됩니다. 따라서 같은 사업체 또는 지점으로 판단되지 않으며, 위치 범위가 다르므로 최종적으로 수용하지 않습니다.""}, {""rank"": 4, ""provider"": ""KAKAO"", ""provider_rank"": 1, ""entity_match"": ""NO_MATCH"", ""business_type"": ""FOOD"", ""location_scope"": ""OUT_OF_SCOPE"", ""final_decision"": ""REJECT"", ""reason"": ""KOMSCO의 '김밥나라'는 서울특별시 강남구 논현동에 위치한 음식점으로 등록되어 있으며, PCMap의 '김밥천국'은 서울 서초구 반포동에 위치한 분식점으로 등록되어 있습니다. 도로명(강남대로120길 vs 신반포로), 구(강남구 vs 서초구), 동(논현동 vs 반포동)이 모두 다르며, 주소 정보가 명확히 다른 것으로 확인됩니다. 따라서 같은 사업체로 판단할 수 없습니다. 또한, KOMSCO의 주소와 PCMap의 주소는 서로 다른 지역에 위치하고 있어, 논현동 범위에 포함되지 않습니다. 따라서 final_decision은 REJECT입니다.""}, {""rank"": 5, ""provider"": ""KAKAO"", ""provider_rank"": 3, ""entity_match"": ""NO_MATCH"", ""business_type"": ""FOOD"", ""location_scope"": ""OUT_OF_SCOPE"", ""final_decision"": ""REJECT"", ""reason"": ""KOMSCO 음식점 '김밥나라'는 서울특별시 강남구 논현동에 위치하고 있으나, PCMap 상세 음식점 '어묵나라 뚝섬점'은 서울 성동구 성수동에 위치하며, 도로명과 구역이 모두 다르다. 주소 정보가 명확히 다르므로 같은 사업체로 판단할 수 없다. 또한, '김밥나라'와 '어묵나라'는 서로 다른 브랜드로 보이며, 지점명과 주소 모두 일치하지 않으므로 entity_match는 NO_MATCH이다. 논현동 범위와는 다른 지역에 위치하므로 location_scope는 OUT_OF_SCOPE로 판단된다. 음식점으로 분류되지만, 주소와 지점명이 모두 다르므로 final_decision은 REJECT이다.""}]",1,5,,61687,,,REJECT,NOT_EXIST,komsco 정보 자체를 사용하지 않는걸로 결정,가게 없음,Reviewer: 가게 없음; do not use KOMSCO record.
9722,c8171f72d52e8df2543d7ff7165965fc,호두당 신사점,qwen3:8b,1,"[{""provider"": ""KAKAO"", ""rank"": 1, ""index"": 0}]",1,,MATCH,FOOD,IN_SCOPE,ACCEPT,"KOMSCO의 '호두당 신사점'과 PCMap의 '호두당'은 동일한 브랜드로 추정되며, 주소에서 '도산대로 지하 102'가 일치하고, '논현동'이 포함된 주소로 위치가 겹치는 것으로 보여 동일한 지점으로 판단됨. '음식점 > 간식' 카테고리로 음식점 적격성 확인. 주소와 이름의 일치로 entity_match를 MATCH로 판단하고, 논현동 범위 내이므로 location_scope는 IN_SCOPE. 모든 조건을 충족하므로 final_decision은 ACCEPT.","[{""rank"": 1, ""provider"": ""KAKAO"", ""provider_rank"": 1, ""entity_match"": ""MATCH"", ""business_type"": ""FOOD"", ""location_scope"": ""IN_SCOPE"", ""final_decision"": ""ACCEPT"", ""reason"": ""KOMSCO의 '호두당 신사점'과 PCMap의 '호두당'은 동일한 브랜드로 추정되며, 주소에서 '도산대로 지하 102'가 일치하고, '논현동'이 포함된 주소로 위치가 겹치는 것으로 보여 동일한 지점으로 판단됨. '음식점 > 간식' 카테고리로 음식점 적격성 확인. 주소와 이름의 일치로 entity_match를 MATCH로 판단하고, 논현동 범위 내이므로 location_scope는 IN_SCOPE. 모든 조건을 충족하므로 final_decision은 ACCEPT.""}]",1,1,,13274,,,REJECT,NOT_EXIST,komsco 정보 자체를 사용하지 않는걸로 결정,가게 없음,Reviewer: 가게 없음; do not use KOMSCO record.
9726,64bfcff15437895ed6cbd6c9bd790178,알잘딱깔센,qwen3:8b,1,"[{""provider"": ""NAVER"", ""rank"": 1, ""index"": 0}]",,,NO_MATCH,,,REJECT,"KOMSCO 음식점 '알잘딱깔센'은 서울특별시 강남구 논현동에 위치하고 있으며, PCMap 상세 음식점 '알잘딱깔센 르지'는 서울특별시 양천구 신정동에 위치하고 있습니다. 주소의 시·구·동이 모두 다르며, 도로명과 건물번호도 상이합니다. 또한, PCMap 상세의 카테고리는 '서비스,산업>컴퓨터프로그래밍,정보서비스업'으로, 음식점이 아닙니다. 따라서 이는 같은 사업체가 아니며, 음식점으로 분류될 수 없습니다. 주소와 업종이 모두 다르므로, entity_match는 NO_MATCH, business_type은 NON_FOOD, location_scope는 OUT_OF_SCOPE, final_decision는 REJECT로 판단됩니다.","[{""rank"": 1, ""provider"": ""NAVER"", ""provider_rank"": 1, ""entity_match"": ""NO_MATCH"", ""business_type"": ""NON_FOOD"", ""location_scope"": ""OUT_OF_SCOPE"", ""final_decision"": ""REJECT"", ""reason"": ""KOMSCO 음식점 '알잘딱깔센'은 서울특별시 강남구 논현동에 위치하고 있으며, PCMap 상세 음식점 '알잘딱깔센 르지'는 서울특별시 양천구 신정동에 위치하고 있습니다. 주소의 시·구·동이 모두 다르며, 도로명과 건물번호도 상이합니다. 또한, PCMap 상세의 카테고리는 '서비스,산업>컴퓨터프로그래밍,정보서비스업'으로, 음식점이 아닙니다. 따라서 이는 같은 사업체가 아니며, 음식점으로 분류될 수 없습니다. 주소와 업종이 모두 다르므로, entity_match는 NO_MATCH, business_type은 NON_FOOD, location_scope는 OUT_OF_SCOPE, final_decision는 REJECT로 판단됩니다.""}]",1,1,,21650,,,REJECT,NON_FOOD,komsco 정보 자체를 사용하지 않는걸로 결정,음식점이 아님,Reviewer: 음식점이 아님; do not use KOMSCO record.
9738,73ecb9ef9521fd867e83beeff538fdf2,오수양푼이동태탕,qwen3:8b,2,"[{""provider"": ""KAKAO"", ""rank"": 2, ""index"": 1}, {""provider"": ""KAKAO"", ""rank"": 1, ""index"": 0}]",2,,MATCH,FOOD,IN_SCOPE,ACCEPT,"KOMSCO와 PCMap 상세 모두 '오수양'이라는 브랜드명이 포함되어 있으며, 도로명 주소(논현로111길 18)가 완전히 일치하고, 논현동이라는 동이 포함되어 있어 위치 범위가 일치합니다. 또한, KOMSCO는 음식점으로 등록되어 있고, PCMap의 카테고리도 '음식점 > 한식 > 해물,생선'으로 음식점에 해당합니다. 주소와 이름의 일치로 실제 같은 사업체로 판단됩니다.","[{""rank"": 1, ""provider"": ""KAKAO"", ""provider_rank"": 2, ""entity_match"": ""MATCH"", ""business_type"": ""FOOD"", ""location_scope"": ""IN_SCOPE"", ""final_decision"": ""ACCEPT"", ""reason"": ""KOMSCO와 PCMap 상세 모두 '오수양'이라는 브랜드명이 포함되어 있으며, 도로명 주소(논현로111길 18)가 완전히 일치하고, 논현동이라는 동이 포함되어 있어 위치 범위가 일치합니다. 또한, KOMSCO는 음식점으로 등록되어 있고, PCMap의 카테고리도 '음식점 > 한식 > 해물,생선'으로 음식점에 해당합니다. 주소와 이름의 일치로 실제 같은 사업체로 판단됩니다.""}]",1,1,,21884,2,,ACCEPT,,,,Reviewed draft accepted.
9750,6bbe35c681ddf05895a74b466598acfb,종로떡폐백,qwen3:8b,3,"[{""provider"": ""KAKAO"", ""rank"": 1, ""index"": 0}, {""provider"": ""NAVER"", ""rank"": 1, ""index"": 1}, {""provider"": ""NAVER"", ""rank"": 2, ""index"": 2}]",1,,MATCH,FOOD,IN_SCOPE,ACCEPT,"KOMSCO의 '종로떡폐백'과 PCMap의 '종로떡집'은 떡 관련 음식점으로 분류되며, 주소에서 도로명 '강남대로124길 19'가 일치하고, '논현동'이 포함되어 동일한 지역 범위에 속함. 이름은 약간 다름이 있으나, 브랜드나 업종이 동일하고 주소가 일치함으로써 같은 지점으로 판단됨. 따라서 entity_match=MATCH, business_type=FOOD, location_scope=IN_SCOPE, final_decision=ACCEPT.","[{""rank"": 1, ""provider"": ""KAKAO"", ""provider_rank"": 1, ""entity_match"": ""MATCH"", ""business_type"": ""FOOD"", ""location_scope"": ""IN_SCOPE"", ""final_decision"": ""ACCEPT"", ""reason"": ""KOMSCO의 '종로떡폐백'과 PCMap의 '종로떡집'은 떡 관련 음식점으로 분류되며, 주소에서 도로명 '강남대로124길 19'가 일치하고, '논현동'이 포함되어 동일한 지역 범위에 속함. 이름은 약간 다름이 있으나, 브랜드나 업종이 동일하고 주소가 일치함으로써 같은 지점으로 판단됨. 따라서 entity_match=MATCH, business_type=FOOD, location_scope=IN_SCOPE, final_decision=ACCEPT.""}]",1,1,,22462,1,,ACCEPT,,,,Reviewed draft accepted.
9761,63b5b0be639f418bacd2904b75172483,도리토리본점,qwen3:8b,2,"[{""provider"": ""NAVER"", ""rank"": 1, ""index"": 1}, {""provider"": ""KAKAO"", ""rank"": 1, ""index"": 0}]",,1,MATCH,FOOD,IN_SCOPE,ACCEPT,"도로명주소와 이름이 유사하며, 논현동 범위 내에 위치함","[{""rank"": 1, ""provider"": ""NAVER"", ""provider_rank"": 1, ""entity_match"": ""MATCH"", ""business_type"": ""FOOD"", ""location_scope"": ""IN_SCOPE"", ""final_decision"": ""ACCEPT"", ""reason"": ""도로명주소와 이름이 유사하며, 논현동 범위 내에 위치함""}]",1,1,,28613,1,1,ACCEPT,,같은 매장이라고 봐도 무방,,Reviewer confirmed same store.
9763,2ed6c72256d7ed707b7a9176ce3739f9,noodle talk,qwen3:8b,1,"[{""provider"": ""KAKAO"", ""rank"": 1, ""index"": 0}]",1,,MATCH,FOOD,IN_SCOPE,ACCEPT,"KOMSCO의 'noodle talk'은 '누들톡 신논현역점'으로 명확히 지점명이 일치하며, 주소도 '봉은사로 지하 102'로 도로명이 일치합니다. 논현동이 포함된 주소로, 지점 위치가 동일합니다. 음식점으로 분류되어 있으며, 지점명과 주소가 일치하여 같은 사업체로 판단됩니다.","[{""rank"": 1, ""provider"": ""KAKAO"", ""provider_rank"": 1, ""entity_match"": ""MATCH"", ""business_type"": ""FOOD"", ""location_scope"": ""IN_SCOPE"", ""final_decision"": ""ACCEPT"", ""reason"": ""KOMSCO의 'noodle talk'은 '누들톡 신논현역점'으로 명확히 지점명이 일치하며, 주소도 '봉은사로 지하 102'로 도로명이 일치합니다. 논현동이 포함된 주소로, 지점 위치가 동일합니다. 음식점으로 분류되어 있으며, 지점명과 주소가 일치하여 같은 사업체로 판단됩니다.""}]",1,1,,19095,1,,ACCEPT,,,,Reviewed draft accepted.
9772,bea2bde91c804f96a699c37d71404a28,핫브레드 논현역점,qwen3:8b,3,"[{""provider"": ""KAKAO"", ""rank"": 1, ""index"": 0}, {""provider"": ""NAVER"", ""rank"": 1, ""index"": 2}, {""provider"": ""KAKAO"", ""rank"": 2, ""index"": 1}]",1,,MATCH,FOOD,IN_SCOPE,ACCEPT,"KOMSCO과 PCMap 상세 모두 '핫브레드 논현역점'이라는 동일한 지점명을 사용하고 있으며, 주소도 '논현동'이라는 핵심 지역명이 포함되어 있고, 도로명(학동로)과 건물번호(지하102)가 일치합니다. 또한, KOMSCO의 주소는 '논현동'에 해당하며, PCMap의 도로명주소도 '논현동'에 해당하는 '학동로 지하 102'로 명확히 일치합니다. 카테고리도 '음식점' 관련이므로 business_type은 FOOD로 판단됩니다. 따라서, 같은 지점으로 판단되며, final_decision은 ACCEPT입니다.","[{""rank"": 1, ""provider"": ""KAKAO"", ""provider_rank"": 1, ""entity_match"": ""MATCH"", ""business_type"": ""FOOD"", ""location_scope"": ""IN_SCOPE"", ""final_decision"": ""ACCEPT"", ""reason"": ""KOMSCO과 PCMap 상세 모두 '핫브레드 논현역점'이라는 동일한 지점명을 사용하고 있으며, 주소도 '논현동'이라는 핵심 지역명이 포함되어 있고, 도로명(학동로)과 건물번호(지하102)가 일치합니다. 또한, KOMSCO의 주소는 '논현동'에 해당하며, PCMap의 도로명주소도 '논현동'에 해당하는 '학동로 지하 102'로 명확히 일치합니다. 카테고리도 '음식점' 관련이므로 business_type은 FOOD로 판단됩니다. 따라서, 같은 지점으로 판단되며, final_decision은 ACCEPT입니다.""}]",1,1,,14640,1,1,ACCEPT,,,,Reviewed draft accepted.
9775,49ba7d653ad34a7806f948c086ffa139,일언족발,qwen3:8b,2,"[{""provider"": ""NAVER"", ""rank"": 1, ""index"": 1}, {""provider"": ""KAKAO"", ""rank"": 1, ""index"": 0}]",,1,MATCH,FOOD,IN_SCOPE,ACCEPT,"도로명주소와 KOMSCO 주소가 동일한 '봉은사로37길 11'이며, 논현동 범위 내에 위치함. 업종은 '한식>족발,보쌈'으로 음식점으로 분류됨. 이름도 일치하며, 좌표는 근접한 범위에 있음. 따라서 같은 사업체로 판단됨.","[{""rank"": 1, ""provider"": ""NAVER"", ""provider_rank"": 1, ""entity_match"": ""MATCH"", ""business_type"": ""FOOD"", ""location_scope"": ""IN_SCOPE"", ""final_decision"": ""ACCEPT"", ""reason"": ""도로명주소와 KOMSCO 주소가 동일한 '봉은사로37길 11'이며, 논현동 범위 내에 위치함. 업종은 '한식>족발,보쌈'으로 음식점으로 분류됨. 이름도 일치하며, 좌표는 근접한 범위에 있음. 따라서 같은 사업체로 판단됨.""}]",1,1,,21326,1,1,ACCEPT,,,,Reviewed draft accepted.
