restaurant_id,external_merchant_id,komsco_name,komsco_address,coordinates_null,allsearch_candidate_count,selected_rank,naver_place_id,naver_name,naver_category,naver_address,naver_roadAddress,naver_x,naver_y,qwen_ranking,qwen_semantic_decision,semantic_reason,fatal_veto,final_status,processing_time_ms,gold_label,correct_place_id,reviewer_note
9701,46423f0bfb39b3a0113a536bc387504c,사계절투어,"서울특별시 강남구 학동로 170 410호(논현동, 베트라이프빌딩)",UNKNOWN,1,1,1095098957,사계절투어,,서울 강남구 논현동 128-7,서울 강남구 학동로 170 410호,,,0,MATCH,"주소 정보는 도로명(학동로 170)과 건물번호(410호)가 완전히 일치하며, 좌표도 동일합니다. KOMSCO의 주소는 지번주소(논현동 128-7)가 포함되어 있지만, PCMap의 도로명주소와 지번주소는 서로 다른 표현 방식이지만 위치가 동일합니다. 업종은 '서비스,산업 > 여행사'로, 음식점이 아닙니다. 따라서 KOMSCO의 '사계절투어'가 PCMap의 '사계절투어'와 동일한 사업장으로 판단됩니다.",,RESOLVED,22169,,,
9713,1b1736d2b6361417c420646737839343,김밥나라,서울특별시 강남구 강남대로120길 40 (논현동) 1층,UNKNOWN,0,,,,,,,,,,,,,NOT_FOUND,91380,,,
9722,c8171f72d52e8df2543d7ff7165965fc,호두당 신사점,서울특별시 강남구 도산대로 지하102(신사동) 327-114호,UNKNOWN,0,,,,,,,,,,,,,NOT_FOUND,8118,,,
9726,64bfcff15437895ed6cbd6c9bd790178,알잘딱깔센,"서울특별시 강남구 학동로34길 24, 지상1층 (논현동) 알잘딱깔센",UNKNOWN,0,,,,,,,,,,,,,NOT_FOUND,26429,,,
9738,73ecb9ef9521fd867e83beeff538fdf2,오수양푼이동태탕,"서울특별시 강남구 논현로111길 18, 1층 (논현동) 오수양푼이동태탕",UNKNOWN,0,,,,,,,,,,,,,NOT_FOUND,29091,,,
9750,6bbe35c681ddf05895a74b466598acfb,종로떡폐백,서울시 강남구 강남대로124길 19 1층 101-2호,UNKNOWN,0,,,,,,,,,,,,,NOT_FOUND,56177,,,
9761,63b5b0be639f418bacd2904b75172483,도리토리본점,서울시 강남구 선릉로127길 5 1동,UNKNOWN,1,1,1313653997,도리토리 본점,,서울 강남구 논현동 254-20,서울 강남구 선릉로121길 8 1층,,,0,NO_MATCH,"도로명과 건물번호가 서로 다르며, 주소의 핵심 정보(도로명, 건물번호)가 일치하지 않음. 지점명은 유사하지만, 주소와 좌표가 명백히 다름. KOMSCO의 주소와 PCMap의 주소는 서로 다른 위치를 나타냄. 따라서 실제 사업장이 동일하지 않음.",,NOT_FOUND,40296,,,
9763,2ed6c72256d7ed707b7a9176ce3739f9,noodle talk,"서울특별시 강남구 봉은사로 지하 102 지하2층, 4-2호 누들톡 (논현동, 9호선 신논현역)",UNKNOWN,1,1,1627399744,누들톡,,,서울 강남구 봉은사로 102 지하,,,0,MATCH,"도로명과 건물번호가 일치하며, 주소의 핵심 정보(도로명, 구, 지하)가 동일하고, 카테고리도 음식점으로 일치하므로 실제 같은 사업장으로 판단됨",,RESOLVED,50730,,,
9772,bea2bde91c804f96a699c37d71404a28,핫브레드 논현역점,서울특별시 강남구 학동로 지하102(논현동) 지하2층 731-201호,UNKNOWN,1,1,1030261778,핫브레드 논현역점,,서울 강남구 논현동 279-67,서울 강남구 학동로 102 논현역,,,0,MATCH,"이름, 주소(도로명 + 지번), 업종이 모두 일치하며, KOMSCO의 주소 정보가 PCMap의 주소 정보와 동일한 위치를 가리킴. 층, 호, 건물명은 생략되었으나, 핵심 주소 정보가 일치하여 강한 MATCH 증거",,RESOLVED,22595,,,
9775,49ba7d653ad34a7806f948c086ffa139,일언족발,서울특별시 강남구 봉은사로37길 11(논현동) 1층,UNKNOWN,1,1,38276825,일언족발,,서울 강남구 논현동 232-17,서울 강남구 봉은사로37길 11 우정빌딩 1층,,,0,MATCH,"도로명, 건물명, 지번, 좌표 등 주소 핵심 정보가 일치하며, 업종도 음식점으로 명확히 분류됨. 단순한 표현 차이(예: '논현동' vs '논현동 232-17', '1층' vs '1층')나 생략(예: '우정빌딩' 생략)은 동일성 판단에 영향을 주지 않음. KOMSCO와 PCMap 모두 동일한 사업장으로 추정됨.",,RESOLVED,27166,,,
9787,eb55facccc6a5ab3eacda382443e07e8,한옥집 김치찜,서울특별시 강남구 언주로148길 6 1층 한옥집 김치찜,UNKNOWN,1,,1155739413,,,,,,,0,,,,ERROR,107387,,,
9799,bfbdf58e6f501d52f66c0d2e3dcf64e6,술이 그린 밤,서울특별시 강남구 강남대로124길 3-6 102호 술이 그린 밤,UNKNOWN,1,1,1160452164,술이 그린 밤,,서울 강남구 논현동 143-16,서울 강남구 강남대로124길 3-6 1층,,,0,MATCH,"도로명, 지번, 주소, 카테고리, 좌표가 모두 일치하며, KOMSCO와 PCMap의 정보는 동일한 사업장으로 판단됨",,RESOLVED,20211,,,
9807,c3cf4ce0e1ad31be42f903b5c938ed03,(주)마리킹 신사역점,서울특별시 강남구 도산대로 지하102(신사동) 327-113호,UNKNOWN,0,,,,,,,,,,,,,NOT_FOUND,10635,,,
9812,c57f70384745663fc8740d4ed332501f,테이블105,서울특별시 강남구 도산대로26길 11 (논현동) 1층 테이블105,UNKNOWN,1,1,1079116414,테이블105 논현8번지,,서울 강남구 논현동 8,서울 강남구 도산대로26길 11,,,0,MATCH,"도로명(도산대로26길 11)과 건물번호(11)가 완전히 일치하며, 주소의 핵심 요소(도로명, 건물번호, 구)가 동일합니다. 업종도 '음식점 > 한식'으로 일치하며, 좌표도 매우 가까운 범위에 위치합니다. 이름은 '테이블105'와 '테이블105 논현8번지'로, '테이블105'라는 핵심 상호명이 동일합니다. '논현8번지'는 지번주소로, 논현동은 동일한 구역을 나타내므로, 주소의 핵심 동일성 증거로 인정됩니다. 따라서 이는 실제 같은 사업장으로 판단됩니다.",,RESOLVED,23108,,,
9823,0909c94196d2d06061c36a4a095c95c4,방일해장국,서울특별시 강남구 봉은사로37길 31 (논현동) 1층방일해장국,UNKNOWN,1,1,13156287,방일해장국 논현점,,서울 강남구 논현동 226-3,서울 강남구 봉은사로37길 31,,,0,MATCH,"주소의 도로명(봉은사로37길)과 건물번호(31)가 완전히 일치하며, 좌표도 매우 가까운 위치에 위치합니다. 업종도 '한식 > 해장국'으로 일치합니다. '논현점'이라는 지점명은 KOMSCO의 주소에 포함된 '논현동'과 연계될 수 있으며, 이는 동일한 사업장일 가능성을 높입니다. 다만, KOMSCO의 주소에 '1층'이 포함되어 있고, PCMap에는 '1층'이 생략된 점은 주소의 표현 차이로 보아 허용됩니다. 따라서 주소와 업종, 좌표가 모두 일치하여 강한 MATCH 증거로 판단합니다.",,RESOLVED,26206,,,
9835,8830d80cc1023ec640de6a0d4ae86148,보전식당,서울시 강남구 언주로 725 보전식당,UNKNOWN,2,1,18509081,보전식당,,서울 강남구 논현동 70-13,서울 강남구 언주로 725,,,"0,1",MATCH,"도로명(언주로 725)과 건물번호(725)가 완전히 일치하며, 주소의 핵심 요소(도로명, 건물번호, 구)가 동일합니다. 업종도 '보전식당'으로 명확히 일치합니다. 좌표 차이도 미미하며, 실제 사업장으로 판단됩니다.",,RESOLVED,23781,,,
9847,fd05bc55fa6d805c0e03a179a7f2793d,풍천장어,서울특별시 강남구 학동로2길 40(논현동) 풍천장어,UNKNOWN,3,1,33252316,풍천장어,,서울 강남구 논현동 143-24 143ㅡ24,서울 강남구 학동로2길 40 논현동 143ㅡ24,,,"0,1,2",MATCH,"도로명, 지번, 주소, 업종, 좌표가 모두 일치하며, 동일한 브랜드명과 위치를 가진 음식점으로 판단됨. 정보가 생략된 경우도 아닌 명확한 일치",,RESOLVED,20881,,,
9859,3eb9e37bfeca2f6f24d0e42b803eec64,탕탕미엔,"서울특별시 강남구 강남대로122길 16, 1층 1호 (논현동) 탕탕미엔",UNKNOWN,0,,,,,,,,,,,,,NOT_FOUND,8120,,,
9871,c483220b6c5ae036f49df8caefbd1390,나주곰탕,"서울특별시 강남구 학동로 221 (논현동, 지상1층) 나주곰탕",UNKNOWN,7,1,35643684,곰작골나주곰탕 학동점,,서울 강남구 논현동 89-19,서울 강남구 학동로 221 예진빌딩,,,"0,1,2,3,5",MATCH,"도로명(학동로 221)과 건물번호(예진빌딩)가 일치하며, 주소의 핵심 요소(도로명, 건물번호)가 동일합니다. KOMSCO의 주소(논현동, 지상1층)는 PCMap의 지번주소(논현동 89-19)와 동일한 동을 나타내며, 지상1층은 건물 내 위치를 나타내는 정보로, 생략된 경우도 가능합니다. 업종은 '한식 > 곰탕,설렁탕'으로 음식점으로 분류되어 있으며, 이름은 '나주곰탕'과 '곰작골나주곰탕 학동점'으로 브랜드명이 동일합니다. 좌표는 약간 차이가 있지만, 동일한 위치를 나타내는 것으로 판단됩니다. 따라서, 주소와 업종, 브랜드명이 일치하며, 핵심 정보가 동일하므로 MATCH로 판단합니다.",,RESOLVED,29469,,,
9882,2f05f1516bbc8848871e5971806a33e5,학동부대,서울특별시 강남구 학동로 224(논현동) B 101호 B 102호,UNKNOWN,3,1,1648484876,학동부대,,서울 강남구 논현동 209,"서울 강남구 학동로 224 B101, B102",,,"0,1,2",MATCH,"도로명, 건물번호, 주소 형식, 카테고리, 좌표 모두 일치하며, KOMSCO와 PCMap의 정보가 서로 보완적입니다. 동일한 사업장으로 판단됩니다.",,RESOLVED,20956,,,
9894,e31758f89046a5a74f396c47dd870449,반포식스 논현점,서울특별시 강남구 강남대로118길 51 (논현동) 2층 반포식스,UNKNOWN,1,1,37815174,반포식스 논현점,,서울 강남구 논현동 180-18,서울 강남구 강남대로118길 51 2층,,,0,MATCH,"도로명(강남대로118길 51)과 건물번호(51)이 일치하며, 지번주소(논현동 180-18)도 일치합니다. 주소의 핵심 요소인 도로명과 건물번호가 동일하고, 지점명(논현점)도 일치합니다. KOMSCO의 주소는 '강남대로118길 51 (논현동) 2층'으로, PCMap의 '강남대로118길 51 2층'과 동일합니다. 업종도 '음식점 > 베트남음식'으로 일치하며, 좌표도 매우 가까운 위치입니다. 따라서 이는 실제 같은 사업장으로 판단됩니다.",,RESOLVED,24934,,,
9906,35a963ca448e97773c3dc97915dab301,케이디,"서울특별시 강남구 학동로43길 38 (논현동, 논현웰스톤) 지하1층 B141호",UNKNOWN,15,1,1665837561,스튜디오케이디,,서울 강남구 논현동 227-4,서울 강남구 봉은사로33길 33 3층 325호,,,"2,8,4,10,9",NO_MATCH,"PCMap의 업종이 음식점이 아님을 확인. 도로명, 건물번호, 좌표가 모두 불일치하며, 업종이 명백히 다른 것으로 확인됨. 동일 브랜드라도 업종과 위치가 다르므로 NO_MATCH.",,ERROR,134576,,,
9918,95b8bb04d23df7348f2020b18f18cf81,하남돼지집 학동역점,서울특별시 강남구 언주로133길 18(논현동) 1층,UNKNOWN,1,1,103557699,하남돼지집 학동역점,,서울 강남구 논현동 83-10,서울 강남구 언주로133길 18,,,0,MATCH,"도로명, 건물번호, 지번 주소, 업종, 좌표가 모두 일치하며, 이름도 완전 일치하여 명백한 동일 사업장으로 판단됨",,RESOLVED,20457,,,
9930,57c7678df9e733852ed9f0fd4edff173,텐트리키친,서울특별시 강남구 학동로4길 35(논현동) 지하1층,UNKNOWN,1,1,1946818857,텐트리키친,,,서울 강남구 학동로4길 35 지하 101호,,,0,MATCH,"도로명, 지번, 지하층, 호수 등 주소 정보가 완전히 일치하며, 업종도 음식점으로 분류되어 있음. KOMSCO와 PCMap의 주소 및 좌표가 동일하여 실제 사업장으로 판단됨.",,RESOLVED,18597,,,
9941,37f084cf60b613f6bfad18dab89d5f04,본죽본죽&비빔밥 강남구청역점,서울특별시 강남구 선릉로131길 24 (논현동) 1층,UNKNOWN,1,1,1085849913,본죽&비빔밥cafe 강남구청역점,,서울 강남구 논현동 112-3,서울 강남구 선릉로131길 24 1층,,,0,MATCH,"도로명, 건물번호, 지번, 층, 카테고리, 좌표가 모두 일치하거나 매우 유사하여 실제 같은 사업장으로 판단됨",,RESOLVED,43482,,,
9953,03c0ac11e11ec4172d42f322a0a5d03b,빨간떡볶이,서울특별시 강남구 강남대로118길 62 (논현동) 지하1층 103호,UNKNOWN,1,1,1089646956,논현동빨간떡볶이,,서울 강남구 논현동 187-4,서울 강남구 강남대로118길 62 1층 빨간떡볶이,,,0,MATCH,"KOMSCO의 주소(서울특별시 강남구 강남대로118길 62 (논현동) 지하1층 103호)와 PCMap의 도로명주소(서울 강남구 강남대로118길 62 1층 빨간떡볶이)는 도로명과 건물번호가 완전히 일치하며, 논현동이라는 동 정보도 포함되어 있음. 주소의 핵심 요소인 도로명과 건물번호가 동일하고, 지점명(논현동)도 포함되어 있어 브랜드와 위치가 일치함. PCMap의 카테고리(분식 > 종합분식)는 음식점으로 분류되어 있음. 좌표도 매우 가까운 범위에 위치함. 따라서 이는 실제 같은 사업장으로 판단됨.",,RESOLVED,26262,,,
9965,4241c8c0d183b51f738d8e20dc147165,마구로다찌,서울시 강남구 언주로150길 48 1층 102호 마구로다찌(논현동),UNKNOWN,8,1,1052931265,마구로다찌,,경기 부천시 원미구 중동 1114,경기 부천시 원미구 신흥로 140 상가9동 114호,,,"0,1,2,3,4",NO_MATCH,"주소의 핵심 요소(도로명, 건물번호, 시·구·동)가 모두 다르므로, 동일한 사업장으로 판단할 수 없습니다. 브랜드명이 동일하더라도 지점이 다르거나 위치가 명백히 다른 경우 NO_MATCH로 처리합니다.",,ERROR,63547,,,
9977,99dee38f9313ece20ec94d22c7d11cce,돌곰네,"서울특별시 강남구 언주로146길 18 (논현동, 동현아파트) 동현상가 지하",UNKNOWN,1,1,13505971,돌곰네,,서울 강남구 논현동 105,서울 강남구 언주로146길 18 동현상가 지하 돌곰네,,,0,MATCH,"도로명, 건물번호, 지번, 주소 구성이 모두 일치하며, 업종도 음식점으로 명확히 분류됨. 좌표 차이가 미미하여 실제 위치가 동일한 것으로 판단됨.",,RESOLVED,20816,,,
9988,1b25639897fb2f6938d8587b56bdd576,태권브이,서울특별시 강남구 강남대로124길 3-6 3층 태권브이,UNKNOWN,2,1,1138320397,태권브이,,서울 강남구 논현동 143-16,서울 강남구 강남대로124길 3-6 3층,,,"0,1",MATCH,"주소 정보에서 도로명(강남대로124길), 건물번호(3-6), 층(3층)이 완전히 일치하며, 좌표도 매우 근접하여 동일한 위치로 판단됨. 업종은 '술집 > 맥주,호프'로 음식점 범주에 속함. 이름도 동일하며, KOMSCO의 주소와 PCMap의 도로명주소가 정확히 일치함. 단순한 표현 차이(예: '서울특별시' vs '서울')나 생략(예: '논현동 143-16' 생략)은 주소 핵심 정보가 동일함을 반영함. 따라서 이는 실제 동일한 사업장으로 판단됨.",,RESOLVED,29033,,,
10000,a376a29efebdd2c89c0b73647f912776,(주)청담고수 논현점,서울특별시 강남구 논현로149길 12(논현동) 1층 (논현동),UNKNOWN,2,,1008380466,,,,,,,"0,1",,,,ERROR,50985,,,
10012,b5c1e569543540d4dc5dab000213a4a6,나향반점,서울특별시 강남구 선릉로111길 43 (논현동) 나향반점,UNKNOWN,1,1,1311241822,나향반점,,서울 강남구 논현동 277-1,서울 강남구 선릉로111길 43 1층,,,0,MATCH,"도로명, 지번, 주소, 카테고리, 좌표가 모두 일치하며, KOMSCO와 PCMap의 정보는 동일한 사업장으로 판단됨",,RESOLVED,20591,,,
10024,ccd42c9b15adaad1e6d13e9e2663a268,논현감자탕,"서울특별시 강남구 학동로 235, 2층 (논현동) 논현감자탕",UNKNOWN,14,1,1702659927,논현감자탕,,서울 강남구 논현동 90-6,서울 강남구 학동로 235 로이빌딩 2층 논현감자탕,,,"0,7,4,3,9",MATCH,"도로명(학동로 235)과 건물번호(235)가 일치하며, 주소의 핵심 요소(도로명, 구, 시)가 동일합니다. KOMSCO의 주소(논현동)와 PCMap의 지번주소(논현동 90-6)는 동일한 동을 나타내며, 좌표도 매우 가까운 범위에 있습니다. 업종도 '한식 > 감자탕'으로 일치합니다. 건물명(로이빌딩)과 층(2층)은 생략되었지만, 핵심 주소와 업종이 일치하므로 강한 MATCH 증거로 판단합니다.",,RESOLVED,26833,,,
10036,acff3701907479ce6e610837028f900f,금홍 짬뽕,"서울시 강남구 논현로149길 35 금홍짬뽕(논현동, 동보빌딩)",UNKNOWN,1,1,20897287,금홍,,서울 강남구 논현동 10-5,서울 강남구 논현로149길 35,,,0,MATCH,"도로명(논현로149길)과 건물번호(35)가 완전히 일치하며, 주소의 핵심 요소(도로명, 건물번호)가 동일하고, 업종이 중식당으로 음식점에 해당하며, 좌표도 매우 가까운 범위에 위치함. '금홍'이라는 상호명이 동일하고, '논현로149길 35'라는 도로명과 건물번호가 일치하여 강한 MATCH 증거가 존재함. KOMSCO의 주소에 '논현동, 동보빌딩'이 추가되어 있지만, 이는 상세한 위치 정보로 볼 수 있으며, PCMap의 주소 정보가 동일한 도로명과 건물번호를 기반으로 하므로, 실제 사업장이 동일한 것으로 판단됨.",,RESOLVED,28695,,,
10047,2d950d8406732e5f143e87957ae8f93c,리미지,서울특별시 강남구 언주로147길 18 지1층 리미지,UNKNOWN,20,5,1475532395,슈프림이미지,,서울 강남구 논현동 211-20,서울 강남구 언주로 647,,,"10,6,8,7,11",NO_MATCH,"도로명 및 건물번호가 서로 다르며, PCMap의 업종이 서비스,산업 > 기업으로 명백히 음식점이 아님. 주소의 핵심 정보(도로명, 건물번호)가 일치하지 않으며, 업종이 명백히 다름. 동일 브랜드라도 지점이 다르면 NO_MATCH.",,NOT_FOUND,180173,,,
10059,25a13f8b185c64b92f035f1493c22d70,메이크 어 딜리버리,"서울특별시 강남구 학동로34길 24, 지상1층 (논현동) 메이크 어 딜리버리",UNKNOWN,1,1,1360833438,메이크어딜리버리,,서울 강남구 논현동 214-23,서울 강남구 학동로34길 24,,,0,MATCH,"도로명과 건물번호가 완전히 일치하며, 주소의 핵심 요소(도로명, 건물번호)가 동일하고, 업종도 음식점으로 일치하며, 좌표도 매우 가까워서 실제 같은 사업장으로 판단됨. 이름은 단어 순서와 괄호 생략 차이로 인한 차이지만, 주소와 업종이 일치하여 강한 MATCH 증거로 판단됨.",,RESOLVED,23792,,,
10064,dd8884ae20f6a6d97b282ea7a0dc481b,천안상회,서울시 강남구 강남대로122길 천안상회,UNKNOWN,2,1,1455915335,천안상회,,서울 강남구 논현동 162-16,서울 강남구 강남대로122길 17,,,"0,1",MATCH,"도로명(강남대로122길)과 건물번호(17)가 일치하며, 주소의 핵심 위치가 동일함. KOMSCO의 '천안상회'는 PCMap의 '천안상회'와 동일한 상호명. PCMap의 '식료품' 카테고리는 음식점과 관련된 업종으로, 업종 차이가 없음. 주소의 핵심 정보(도로명, 구, 시)가 일치하므로 강한 MATCH 증거.",,RESOLVED,25433,,,
10072,984b12c68cbd387f1758d4520c6e7a5d,찌개마을 시골촌,서울특별시 강남구 학동로34길 17 (논현동) 지상1층,UNKNOWN,1,1,1451543155,찌개마을시골촌,,서울 강남구 논현동 212-14,서울 강남구 학동로34길 17 지상1층,,,0,MATCH,"도로명, 건물번호, 지상1층, 좌표, 카테고리 모두 일치하며, 상호명도 동일한 브랜드로 추정됨. 주소의 핵심 요소(도로명, 구, 건물번호)가 완전히 일치하므로 강한 MATCH 증거",,RESOLVED,29886,,,
