restaurant_id,external_merchant_id,komsco_name,komsco_address,coordinates_null,final_status,verification_status,verification_reason,naver_rank,naver_place_id,naver_name,naver_category,naver_road_address,naver_jibun_address,qwen_ranking,qwen_semantic_decision,qwen_semantic_reason,fatal_veto,elapsed_ms,gold_label,correct_place_id,reviewer_note
9799,bfbdf58e6f501d52f66c0d2e3dcf64e6,술이 그린 밤,서울특별시 강남구 강남대로124길 3-6 102호 술이 그린 밤,NO,RESOLVED,VERIFIED,MATCHED,1,1160452164,술이 그린 밤,,서울 강남구 강남대로124길 3-6 1층,서울 강남구 논현동 143-16,0,MATCH,"이름과 주소의 도로명 및 건물번호가 완전 일치하여 동일한 사업장으로 판단됨. PCMap의 카테고리 누락 및 좌표 누락은 추가 검증 필요성 있음, 그러나 주소 기준으로는 명확한 일치가 있음.",,20749,,,
9812,c57f70384745663fc8740d4ed332501f,테이블105,서울특별시 강남구 도산대로26길 11 (논현동) 1층 테이블105,NO,RESOLVED,VERIFIED,MATCHED,1,1079116414,테이블105 논현8번지한식,,서울 강남구 도산대로26길 11,서울 강남구 논현동 8,0,MATCH,"주소 정보에서 도로명(도산대로26길)과 건물번호(11)가 완전히 일치하며, 시·구·동도 동일합니다. KOMSCO의 주소는 '서울특별시 강남구 도산대로26길 11 (논현동) 1층 테이블105'로, PCMap의 주소는 '서울 강남구 도산대로26길 11'로, 도로명과 건물번호가 완전히 일치합니다. 다만, PCMap의 카테고리가 '없음'으로 표기되어 업종이 명확하지 않지만, 주소가 동일하고, KOMSCO의 업종이 음식점임을 확인할 수 있으므로, 주소 기준으로 강한 MATCH 증거로 판단합니다. 다만, PCMap의 카테고리가 '없음'으로 표기되어 업종이 명확하지 않으므로, 업종이 명확히 음식점이 아닐 경우 NO_MATCH로 판단해야 합니다. 그러나 주소가 완전히 일치하고, KOMSCO의 업종이 음식점임을 확인할 수 있으므로, 주소 기준으로 MATCH로 판단합니다.",,26798,,,
9823,0909c94196d2d06061c36a4a095c95c4,방일해장국,서울특별시 강남구 봉은사로37길 31 (논현동) 1층방일해장국,NO,RESOLVED,VERIFIED,MATCHED,1,13156287,방일해장국 논현점해장국,,서울 강남구 봉은사로37길 31,서울 강남구 논현동 226-3,0,MATCH,"주소 정보에서 도로명(봉은사로37길)과 건물번호(31)가 완전히 일치하며, 이는 주소의 핵심 위치를 구성하는 요소입니다. 이에 따라 KOMSCO와 PCMap 상세의 음식점은 동일한 사업장으로 판단됩니다. PCMap 상세의 '카테고리: 없음'은 업종을 명확히 하지 않지만, 주소와 이름의 일치로 인해 업종이 음식점임을 유추할 수 있습니다. 또한, '논현동'은 주소의 일부로 포함되어 있으며, '층' 정보는 생략되었지만, 주소의 핵심 동일성 증거로 충분합니다. 따라서, 이 두 음식점은 동일한 사업장으로 간주됩니다.",,26252,,,
9835,8830d80cc1023ec640de6a0d4ae86148,보전식당,서울시 강남구 언주로 725 보전식당,NO,RESOLVED,VERIFIED,MATCHED,1,18509081,보전식당한식,,서울 강남구 언주로 725,서울 강남구 논현동 70-13,"0,1",MATCH,"KOMSCO의 주소(서울시 강남구 언주로 725 보전식당)와 PCMap의 주소(서울 강남구 언주로 725)는 도로명과 건물번호가 완전히 일치하며, 업종(보전식당)도 일치합니다. 주소의 핵심 요소인 '서울 강남구 언주로 725'가 동일하며, 업종도 '보전식당'으로 일치합니다. PCMap의 카테고리가 '보전식당'으로 명확히 음식점에 해당하므로, 이는 실제 같은 사업장으로 판단됩니다. 지점명이나 건물명, 호수 등이 생략된 점은 주소의 핵심 동일성에만 의존하며, 이는 강한 MATCH 증거로 간주됩니다.",,28213,,,
9847,fd05bc55fa6d805c0e03a179a7f2793d,풍천장어,서울특별시 강남구 학동로2길 40(논현동) 풍천장어,NO,RESOLVED,VERIFIED,MATCHED,2,33252316,"풍천장어장어,먹장어요리",,서울 강남구 학동로2길 40 논현동 143ㅡ24,서울 강남구 논현동 143-24 143ㅡ24,"0,1,2",MATCH,"주소의 핵심 정보(도로명, 건물번호, 동)가 완전히 일치하며, 업종은 명확히 음식점으로 추정 가능. PCMap의 카테고리 누락은 정보 부족으로 판단. 주소의 동일성과 업종 추정을 바탕으로 MATCH 판단.",,39794,,,
9894,e31758f89046a5a74f396c47dd870449,반포식스 논현점,서울특별시 강남구 강남대로118길 51 (논현동) 2층 반포식스,NO,RESOLVED,VERIFIED,MATCHED,1,37815174,반포식스 논현점베트남음식,,서울 강남구 강남대로118길 51 2층,서울 강남구 논현동 180-18,0,MATCH,"주소 정보에서 도로명(강남대로118길), 건물번호(51), 동(논현동), 층(2층), 건물명(반포식스)이 모두 일치하며, 업종 정보는 누락되었으나, 주소의 핵심 동일성 증거가 충분히 존재합니다. PCMap 상세의 '카테고리: 없음'은 업종을 명확히 하지 않으나, 주소와 이름의 일치로 실제 같은 사업장으로 판단됩니다.",,21888,,,
9918,95b8bb04d23df7348f2020b18f18cf81,하남돼지집 학동역점,서울특별시 강남구 언주로133길 18(논현동) 1층,NO,RESOLVED,VERIFIED,MATCHED,1,103557699,하남돼지집 학동역점,,서울 강남구 언주로133길 18,서울 강남구 논현동 83-10,0,MATCH,"KOMSCO와 PCMap의 음식점 이름, 도로명, 건물번호가 완전 일치하며, 카테고리 정보가 누락되어 업종 판단 불가. 주소의 핵심 요소(도로명, 건물번호)가 동일하여 실제 지점으로 판단 가능.",,18749,,,
9941,37f084cf60b613f6bfad18dab89d5f04,본죽본죽&비빔밥 강남구청역점,서울특별시 강남구 선릉로131길 24 (논현동) 1층,NO,RESOLVED,VERIFIED,MATCHED,1,1085849913,본죽&비빔밥cafe 강남구청역점,,서울 강남구 선릉로131길 24 1층,서울 강남구 논현동 112-3,0,MATCH,"도로명(선릉로131길), 건물번호(24), 동(논현동), 층(1층)이 모두 일치하며, 지점명(강남구청역점)도 일치합니다. 주소의 핵심 요소가 동일하므로 강한 MATCH 증거입니다. 카테고리와 좌표 누락은 정보 부족으로 판단되며, 이는 MATCH를 방해하지 않습니다.",,25481,,,
9953,03c0ac11e11ec4172d42f322a0a5d03b,빨간떡볶이,서울특별시 강남구 강남대로118길 62 (논현동) 지하1층 103호,NO,RESOLVED,VERIFIED,MATCHED,1,1089646956,논현동빨간떡볶이,,서울 강남구 강남대로118길 62,서울 강남구 논현동 187-4,0,MATCH,"주소의 도로명과 건물번호가 완전히 일치하며, '논현동'이라는 동 정보가 KOMSCO 주소에 포함되어 있어 위치가 명확히 일치합니다. PCMap의 카테고리 '종합분식'은 음식점으로 분류되므로, 업종이 일치합니다. 다만 좌표 정보가 누락되어 정확한 위치 확인이 어려우나, 주소와 업종이 일치하므로 강한 MATCH 증거로 판단합니다.",,25222,,,
9977,99dee38f9313ece20ec94d22c7d11cce,돌곰네,"서울특별시 강남구 언주로146길 18 (논현동, 동현아파트) 동현상가 지하",NO,RESOLVED,VERIFIED,MATCHED,1,13505971,"돌곰네해물,생선요리",,서울 강남구 언주로146길 18 동현상가 지하 돌곰네,서울 강남구 논현동 105,0,MATCH,"도로명(언주로146길), 건물번호(18), 동(논현동), 상가명(동현상가 지하)이 모두 일치하며, 주소의 핵심 위치가 동일합니다. PCMap의 카테고리 누락 및 좌표 누락은 정보 부족으로 판단되며, 이름의 차이(해물,생선요리)는 지점의 메뉴 차이로 해석됩니다. 따라서 주소 기준으로 강한 MATCH 증거가 있습니다.",,27145,,,
9988,1b25639897fb2f6938d8587b56bdd576,태권브이,서울특별시 강남구 강남대로124길 3-6 3층 태권브이,NO,RESOLVED,VERIFIED,MATCHED,1,1138320397,"태권브이맥주,호프",,서울 강남구 강남대로124길 3-6 3층,서울 강남구 논현동 143-16,0,MATCH,"주소 정보에서 도로명(강남대로124길), 건물번호(3-6), 층(3층)이 완전히 일치하며, KOMSCO의 업종이 음식점이고, PCMap의 카테고리가 '없음'이지만 주소가 동일하여 실제 사업장으로 추정 가능. 단, PCMap의 이름이 '태권브이맥주,호프'로 브랜드명이 다소 차이가 있지만, 주소와 업종이 일치하여 강한 MATCH 증거로 판단.",,24855,,,
10012,b5c1e569543540d4dc5dab000213a4a6,나향반점,서울특별시 강남구 선릉로111길 43 (논현동) 나향반점,NO,RESOLVED,VERIFIED,MATCHED,1,1311241822,나향반점중식당,,서울 강남구 선릉로111길 43 1층,서울 강남구 논현동 277-1,0,MATCH,"도로명(선릉로111길)과 건물번호(43)가 완전히 일치하며, 동(논현동)과 건물 위치(1층)이 추가로 확인됨. 주소의 핵심 요소가 동일하고, 업종이 음식점으로 추정되며, 명확한 지점 차이 없음. 다만 PCMap의 카테고리 정보 누락 및 좌표 정보 부재로 완전한 일치는 어려움. 그러나 주소 기준으로 강한 MATCH 증거가 있음.",,26040,,,
10036,acff3701907479ce6e610837028f900f,금홍 짬뽕,"서울시 강남구 논현로149길 35 금홍짬뽕(논현동, 동보빌딩)",NO,RESOLVED,VERIFIED,MATCHED,1,20897287,금홍중식당,,서울 강남구 논현로149길 35,서울 강남구 논현동 10-5,0,MATCH,"도로명(논현로149길)과 건물번호(35)가 완전히 일치하며, 주소의 핵심 위치(논현로149길 35)가 동일합니다. '금홍'이라는 상호명이 포함되어 있고, '중식당'이라는 카테고리가 음식점 범주에 속하므로, 실제 사업장이 동일한 것으로 판단됩니다. 다만, PCMap의 좌표와 카테고리 정보가 누락되어 완전한 일치는 어렵지만, 주소와 상호명의 일치로 강한 MATCH 증거가 있습니다.",,26648,,,
9559,d060db16e889916add491c4defce1605,모우리,서울특별시 강남구 학동로2길 20 (논현동) 논현동 142-9번지 2층,NO,AMBIGUOUS,UNRESOLVED,SEMANTIC_UNCERTAIN,1,269479759,모우리 한우,,서울 강남구 학동로2길 20 2층,서울 강남구 논현동 142-9,0,MATCH,"주소 정보에서 도로명(학동로2길), 건물번호(20), 동(논현동), 층(2층)이 모두 일치하며, 업종은 음식점으로 명확히 일치합니다. KOMSCO의 '모우리'와 PCMap의 '모우리 한우'는 동일한 사업장으로 판단됩니다. '한우'라는 추가 단어는 지점명 또는 브랜드명의 차이로, 주소와 업종이 일치하므로 강한 MATCH 증거로 판단됩니다.",OUT_OF_SCOPE,52254,,,
9583,d76087fc516a1b7954eee6703a195ec5,파파존스 논현점,서울 강남구 학동로 328 1층 1층,NO,AMBIGUOUS,UNRESOLVED,SEMANTIC_UNCERTAIN,1,1806255012,파파존스 논현점,,서울 강남구 학동로 328 1층,서울 강남구 논현동 240-3,0,MATCH,"주소 정보에서 도로명(학동로 328)과 건물번호(328)가 완전히 일치하며, 지점명(논현점)도 일치합니다. PCMap의 주소는 KOMSCO의 주소와 동일한 도로명과 건물번호를 기반으로 하며, 층 정보는 생략되었으나, 주소의 핵심 요소(도로명, 건물번호, 동)가 일치함을 고려하여 강한 MATCH 증거로 판단합니다. 다만, PCMap의 카테고리가 '없음'으로 표시되어 업종이 명확하지 않으나, KOMSCO의 업종이 음식점임을 고려할 때, 업종 정보가 누락되었을 가능성이 높습니다. 따라서 주소와 지점명이 일치하는 경우, 업종 정보가 누락되었을 가능성은 배제하지 않으나, 주소와 지점명이 일치하는 경우를 강한 MATCH로 판단합니다.",OUT_OF_SCOPE,57109,,,
9654,41fce4115743043e1bbc31eb1a3b5dcd,지리산,서울특별시 강남구 학동로43길 7 (논현동) 지상,NO,AMBIGUOUS,REJECTED,NO_MATCH,1,36004008,지리산한식,,서울 강남구 학동로43길 7,서울 강남구 논현동 115-6,"0,1",MATCH,"주소 정보에서 '서울특별시 강남구 학동로43길 7'이 완전히 일치하며, 이는 주소의 핵심 동일성 증거로 사용 가능합니다. KOMSCO의 '지리산'과 PCMap의 '지리산한식'은 상호명이 유사하며, 주소가 완전히 일치하므로 강한 MATCH 증거로 판단됩니다. PCMap의 카테고리가 '없음'으로 명확히 음식점이 아님에도 불구하고, 주소가 동일하고 KOMSCO의 업종이 음식점이므로, 이는 실제 같은 사업장으로 판단됩니다. 다만, PCMap의 카테고리가 '없음'이라면, 업종이 명확히 음식점이 아니므로, 이는 추가 검증이 필요할 수 있으나, 주소가 완전히 일치하고 KOMSCO의 업종이 음식점이므로, 이는 실제 같은 사업장으로 판단됩니다.",OUT_OF_SCOPE,158924,,,
9678,b22d6080c568c44452c1b43fa60e47ac,The A(더에이),서울특별시 강남구 언주로150길 41 (논현동) The A(더에이),NO,AMBIGUOUS,REJECTED,NO_MATCH,1,13592219,더에이미용실,,서울 강남구 언주로150길 41 3층,서울 강남구 논현동 93-10,"0,1",NO_MATCH,"KOMSCO의 'The A(더에이)'는 음식점으로 등록되었지만, PCMap의 '더에이미용실'은 미용실로 분류되어 업종이 다름. 주소는 일부 일치하지만, '3층'이라는 추가 정보로 위치가 달라지고, 업종이 명확히 다르므로 'NO_MATCH'로 판단됨.",,165203,,,
9701,46423f0bfb39b3a0113a536bc387504c,사계절투어,"서울특별시 강남구 학동로 170 410호(논현동, 베트라이프빌딩)",NO,AMBIGUOUS,REJECTED,NO_MATCH,1,1296450539,사계절투어여행사,,경북 구미시 송원서로2길 53,경북 구미시 원평동 1065-11,"0,1,2",NO_MATCH,"PCMap 상세의 카테고리가 '없음'으로 명확히 비음식 업종으로 분류되어 있으며, 주소 정보도 서울특별시 강남구 vs 경북 구미시로 명확히 다른 지역입니다. 또한, 업종이 여행사로 분류되어 있어 음식점으로 간주할 수 없습니다. 주소와 이름 모두가 명확히 다른 사업장으로 판단됩니다.",DISTRICT_CONTRADICTION,74361,,,
9713,1b1736d2b6361417c420646737839343,김밥나라,서울특별시 강남구 강남대로120길 40 (논현동) 1층,NO,AMBIGUOUS,REJECTED,NO_MATCH,1,1190176800,김밥나라 남성역점분식,,서울 동작구 사당로 196,서울 동작구 사당동 248-5,"0,1,2,4,5",NO_MATCH,"주소, 카테고리, 지점명 등 여러 요소를 종합적으로 고려할 때, KOMSCO의 '김밥나라'와 PCMap 상세의 '김밥나라 남성역점분식'은 실제 같은 사업장이 아님을 확인함",DISTRICT_CONTRADICTION,87679,,,
9726,64bfcff15437895ed6cbd6c9bd790178,알잘딱깔센,"서울특별시 강남구 학동로34길 24, 지상1층 (논현동) 알잘딱깔센",NO,AMBIGUOUS,REJECTED,NO_MATCH,1,1541547868,"알잘딱깔센 르지컴퓨터프로그래밍,정보서비스업",,서울 양천구 신정로7길 75 양천청년창업허브 7호,서울 양천구 신정동 1320-8,0,NO_MATCH,"KOMSCO의 '알잘딱깔센'은 음식점으로 등록되었지만, PCMap 상세 정보는 '컴퓨터프로그래밍,정보서비스업'이라는 업종을 명시하며, 주소도 서울 강남구와 양천구가 명확히 다르고, 도로명/건물번호 모두 일치하지 않음. 또한, 카테고리 정보가 음식점이 아님을 명시하고 있어, 실제 사업장이 동일한지 확인 불가. 따라서 NO_MATCH로 판단.",DISTRICT_CONTRADICTION,25938,,,
9750,6bbe35c681ddf05895a74b466598acfb,종로떡폐백,서울시 강남구 강남대로124길 19 1층 101-2호,NO,AMBIGUOUS,REJECTED,NO_MATCH,1,13510547,"종로예당폐백,이바지음식",,대구 중구 남성로 52 대구 중구 동성로47번지,대구 중구 동성로3가 47,"2,1,0",NO_MATCH,"주소, 카테고리, 이름 모두가 명확히 다른 것으로 판단되어 NO_MATCH로 분류됨.",DISTRICT_CONTRADICTION,54277,,,
9761,63b5b0be639f418bacd2904b75172483,도리토리본점,서울시 강남구 선릉로127길 5 1동,NO,AMBIGUOUS,REJECTED,NO_MATCH,1,1313653997,도리토리 본점요리주점,,서울 강남구 선릉로121길 8 1층,서울 강남구 논현동 254-20,0,NO_MATCH,"주소의 도로명과 건물번호가 명확히 다르며, PCMap 상세의 카테고리 정보가 '없음'으로 명확히 비음식 업종으로 분류되어 있음. 주소의 핵심 정보(도로명, 건물번호)가 일치하지 않으며, 업종 정보가 명확히 충돌함.",,36195,,,
9787,eb55facccc6a5ab3eacda382443e07e8,한옥집 김치찜,서울특별시 강남구 언주로148길 6 1층 한옥집 김치찜,NO,AMBIGUOUS,REJECTED,NO_MATCH,1,1155739413,한옥집김치찜 GFC몰점,,서울 강남구 테헤란로 152 B1 한옥집김치찜,서울 강남구 역삼동 737,0,NO_MATCH,"주소의 핵심 요소(도로명, 건물번호)가 서로 다르며, 지점명이 명확히 다른 것으로 확인됨. 따라서 실제 사업장이 동일하지 않음",,97059,,,
9871,c483220b6c5ae036f49df8caefbd1390,나주곰탕,"서울특별시 강남구 학동로 221 (논현동, 지상1층) 나주곰탕",NO,AMBIGUOUS,REJECTED,NO_MATCH,1,35643684,"곰작골나주곰탕 학동점곰탕,설렁탕",,서울 강남구 학동로 221 예진빌딩,서울 강남구 논현동 89-19,"2,1,0,5,4",MATCH,"도로명(학동로 221)과 건물번호가 완전히 일치하며, 주소의 핵심 요소(도로명, 건물번호, 구)가 동일합니다. '나주곰탕'이라는 상호명이 '곰작골나주곰탕 학동점'이라는 지점명에 포함되어 있으며, 이는 동일한 브랜드의 지점으로 추정됩니다. PCMap의 '카테고리'가 '없음'으로 명확히 음식점이 아님에도 불구하고, 주소 정보가 완전히 일치하고, 업종이 명확히 다른 경우가 아님을 고려하여, 주소 기준으로 강한 MATCH 증거로 판단합니다.",OUT_OF_SCOPE,193534,,,
9882,2f05f1516bbc8848871e5971806a33e5,학동부대,서울특별시 강남구 학동로 224(논현동) B 101호 B 102호,NO,AMBIGUOUS,REJECTED,NO_MATCH,1,1648484876,학동부대한식,,"서울 강남구 학동로 224 B101, B102",서울 강남구 논현동 209,"0,1,2",MATCH,"도로명(학동로 224)과 건물번호(B101, B102)가 완전히 일치하며, 주소의 핵심 요소인 '강남구 학동로'가 동일합니다. '논현동'이라는 동 정보도 KOMSCO 주소에 포함되어 있어 위치 상관관계가 명확합니다. '학동부대'라는 상호명이 KOMSCO에 등록되어 있고, PCMap의 '학동부대한식'은 명확한 브랜드 확장 형태로 볼 수 있습니다. 다만, PCMap의 좌표 정보가 누락되어 정확한 위치 확인이 어려우나, 주소와 상호명의 일치로 강한 MATCH 증거가 인정됩니다.",OUT_OF_SCOPE,139762,,,
9930,57c7678df9e733852ed9f0fd4edff173,텐트리키친,서울특별시 강남구 학동로4길 35(논현동) 지하1층,NO,AMBIGUOUS,UNRESOLVED,SEMANTIC_UNCERTAIN,1,1946818857,텐트리키친한식,,서울 강남구 학동로4길 35 지하 101호,서울 강남구 논현동 145-16,0,MATCH,"주소의 핵심 요소인 도로명(학동로4길), 구(강남구), 시(서울특별시)가 일치하며, 건물번호(35)도 동일합니다. 논현동은 학동로4길 35의 동명으로 간주할 수 있으며, 지하1층과 지하 101호는 동일한 건물 내부의 위치로 볼 수 있습니다. PCMap 상세 카테고리가 없고, 좌표 정보가 누락되었지만, 주소의 핵심 동일성 증거가 충분히 존재하므로 MATCH로 판단합니다.",OUT_OF_SCOPE,42940,,,
9965,4241c8c0d183b51f738d8e20dc147165,마구로다찌,서울시 강남구 언주로150길 48 1층 102호 마구로다찌(논현동),NO,AMBIGUOUS,REJECTED,NO_MATCH,1,38300349,마구로다찌일식당,,경기 부천시 원미구 신흥로 140 상가9동 114호,경기 부천시 원미구 중동 1114,"0,1,2,3,4",NO_MATCH,"주소의 핵심 요소인 도로명, 시·구, 건물번호가 모두 다르며, PCMap의 카테고리가 '일식당'으로 명확히 음식점이 아님. KOMSCO의 음식점 등록만으로 PCMap을 음식점으로 확정할 수 없음.",DISTRICT_CONTRADICTION,108668,,,
10000,a376a29efebdd2c89c0b73647f912776,(주)청담고수 논현점,서울특별시 강남구 논현로149길 12(논현동) 1층 (논현동),NO,AMBIGUOUS,REJECTED,NO_MATCH,1,1008380466,청담고수 청담점,,서울 강남구 도산대로58길 15,서울 강남구 청담동 21-2,"0,1",NO_MATCH,"주소가 명백히 다르고, 카테고리가 음식점이 아님으로 인해 실제 사업장이 동일하지 않음",,44509,,,
